chrom	start	end	nSites	recombRate
b'CM027507.1'	15260000	15295000	547	2.340781385091047e-09
b'CM027507.1'	15295000	15330000	400	1.5007373256281025e-09
b'CM027507.1'	15330000	15365000	764	1.978758011997136e-09
b'CM027507.1'	15365000	15400000	287	6.709867154302852e-10
b'CM027507.1'	15400000	15435000	263	1.0127583777980782e-09
b'CM027507.1'	15435000	15470000	234	9.58757166064704e-10
b'CM027507.1'	15470000	15505000	230	9.383514149781175e-10
b'CM027507.1'	15505000	15540000	262	9.201180143060614e-10
b'CM027507.1'	15540000	15575000	232	1.074615736597194e-09
b'CM027507.1'	15575000	15610000	251	7.293991984958433e-10
b'CM027507.1'	15610000	15645000	241	1.4079951406005583e-09
b'CM027507.1'	15645000	15680000	445	9.891733826569153e-10
b'CM027507.1'	15680000	15715000	352	1.040454840522457e-09
b'CM027507.1'	15715000	15750000	460	1.8623580388160216e-09
b'CM027507.1'	15750000	15785000	486	1.6604701403127998e-09
b'CM027507.1'	15785000	15820000	701	2.3962809652357498e-09
b'CM027507.1'	15820000	15855000	367	1.3855468693169006e-09
b'CM027507.1'	15855000	15890000	662	1.6713717253130524e-09
b'CM027507.1'	15890000	15925000	581	1.0469733697967564e-09
b'CM027507.1'	15925000	15960000	492	1.1495499425315893e-09
b'CM027507.1'	15960000	15995000	680	2.8481766754708963e-09
b'CM027507.1'	15995000	16030000	747	2.7256310210420774e-09
b'CM027507.1'	16030000	16065000	803	2.301688418783582e-09
b'CM027507.1'	16065000	16100000	608	1.772923612613182e-09
b'CM027507.1'	16100000	16135000	605	2.4940207711579564e-09
b'CM027507.1'	16135000	16170000	720	2.712716816405992e-09
b'CM027507.1'	16170000	16205000	750	1.9442678845820194e-09
b'CM027507.1'	16205000	16240000	989	2.796905563820316e-09
b'CM027507.1'	16240000	16275000	700	2.4863527478408277e-09
b'CM027507.1'	16275000	16310000	888	3.037430349000119e-09
b'CM027507.1'	16310000	16345000	504	1.9875490134861785e-09
b'CM027507.1'	16345000	16380000	763	1.4647873472819278e-09
b'CM027507.1'	16380000	16415000	742	1.9689155985830993e-09
b'CM027507.1'	16415000	16450000	767	1.130797280110926e-09
b'CM027507.1'	16450000	16485000	556	1.0772800347528331e-09
b'CM027507.1'	16485000	16520000	641	2.2368090192760747e-09
b'CM027507.1'	16520000	16555000	592	1.037372555282376e-09
b'CM027507.1'	16555000	16590000	687	1.545905323315392e-09
b'CM027507.1'	16590000	16625000	514	1.5548762159219992e-09
b'CM027507.1'	16625000	16660000	439	1.2494001989422425e-09
b'CM027507.1'	16660000	16695000	420	1.3652271396175648e-09
b'CM027507.1'	16695000	16730000	360	9.64340515748947e-10
b'CM027507.1'	16730000	16765000	514	1.208005170245245e-09
b'CM027507.1'	16765000	16800000	548	1.8435607250876462e-09
b'CM027507.1'	16800000	16835000	488	3.5953005411176667e-10
b'CM027507.1'	16835000	16870000	523	2.0293598417821687e-09
b'CM027507.1'	16870000	16905000	521	2.0676442070494766e-09
b'CM027507.1'	16905000	16940000	551	6.066425995242685e-10
b'CM027507.1'	16940000	16975000	536	7.231176862260031e-10
b'CM027507.1'	16975000	17010000	616	2.2535152594985952e-09
b'CM027507.1'	17010000	17045000	676	2.2131422890367165e-09
b'CM027507.1'	17045000	17080000	596	1.4250931772033613e-09
b'CM027507.1'	17080000	17115000	544	6.113104569874957e-10
b'CM027507.1'	17115000	17150000	731	9.90662055186794e-10
b'CM027507.1'	17150000	17185000	585	1.0376161938644106e-09
b'CM027507.1'	17185000	17220000	717	2.352144012210288e-09
b'CM027507.1'	17220000	17255000	712	2.4047643885342957e-09
b'CM027507.1'	17255000	17290000	721	2.1215245749921014e-09
b'CM027507.1'	17290000	17325000	578	2.0129717033287907e-09
b'CM027507.1'	17325000	17360000	648	9.042481621010228e-10
b'CM027507.1'	17360000	17395000	811	1.3086870554144981e-09
b'CM027507.1'	17395000	17430000	596	2.2182054605933126e-09
b'CM027507.1'	17430000	17465000	749	1.6504406858076438e-09
b'CM027507.1'	17465000	17500000	554	1.0415443265185099e-09
b'CM027507.1'	17500000	17535000	646	1.2087007906180232e-09
b'CM027507.1'	17535000	17570000	676	1.1087327055992664e-09
b'CM027507.1'	17570000	17605000	686	7.562681413869928e-10
b'CM027507.1'	17605000	17640000	610	1.0621242487438183e-09
b'CM027507.1'	17640000	17675000	601	3.148174968070795e-10
b'CM027507.1'	17675000	17710000	572	1.4873215364906869e-09
b'CM027507.1'	17710000	17745000	568	1.8276449948094072e-09
b'CM027507.1'	17745000	17780000	608	8.117083638184311e-10
b'CM027507.1'	17780000	17815000	505	9.432567032944024e-10
b'CM027507.1'	17815000	17850000	348	6.322524967364544e-10
b'CM027507.1'	17850000	17885000	353	6.085175701601931e-10
b'CM027507.1'	17885000	17920000	556	7.710048170082272e-10
b'CM027507.1'	17920000	17955000	531	1.1860495561574364e-09
b'CM027507.1'	17955000	17990000	533	1.1958465940287138e-09
b'CM027507.1'	17990000	18025000	438	1.3454592474636576e-09
b'CM027507.1'	18025000	18060000	376	7.799470210387773e-10
b'CM027507.1'	18060000	18095000	572	2.843909931211352e-10
b'CM027507.1'	18095000	18130000	529	4.5173788669716733e-10
b'CM027507.1'	18130000	18165000	476	1.4877211368731115e-09
b'CM027507.1'	18165000	18200000	589	7.146181819533456e-10
b'CM027507.1'	18200000	18235000	438	7.024613202524367e-10
b'CM027507.1'	18235000	18270000	485	1.0790227512009365e-09
b'CM027507.1'	18270000	18305000	557	1.3317057578699008e-09
b'CM027507.1'	18305000	18340000	423	8.015003742888854e-10
b'CM027507.1'	18340000	18375000	358	8.169416567096075e-10
b'CM027507.1'	18375000	18410000	367	1.8215424720583996e-09
b'CM027507.1'	18410000	18445000	309	5.732668924832614e-10
b'CM027507.1'	18445000	18480000	279	7.117717312931569e-10
b'CM027507.1'	18480000	18515000	273	9.153899123111445e-10
b'CM027507.1'	18515000	18550000	291	7.602497196315212e-10
b'CM027507.1'	18550000	18585000	238	1.1934517704318988e-09
b'CM027507.1'	18585000	18620000	279	1.3377350885402097e-09
b'CM027507.1'	18620000	18655000	248	1.3682069677689133e-09
b'CM027507.1'	18655000	18690000	273	1.5383831372882982e-09
b'CM027507.1'	18690000	18725000	409	1.7318206760399293e-09
b'CM027507.1'	18725000	18760000	289	1.1084291772129123e-09
b'CM027507.1'	18760000	18795000	228	2.0194317025870227e-09
b'CM027507.1'	18795000	18830000	346	1.1977485830659948e-09
b'CM027507.1'	18830000	18865000	237	1.6129186000980799e-09
b'CM027507.1'	18865000	18900000	338	9.776410776123066e-10
b'CM027507.1'	18900000	18935000	416	1.7554241909058734e-09
b'CM027507.1'	18935000	18970000	274	1.6160352643324469e-09
b'CM027507.1'	18970000	19005000	318	1.537105276278412e-09
b'CM027507.1'	19005000	19040000	272	9.404065279968276e-10
b'CM027507.1'	19040000	19075000	399	8.733625820769327e-10
b'CM027507.1'	19075000	19110000	284	9.645829127851861e-10
b'CM027507.1'	19110000	19145000	196	1.3123617058020422e-09
b'CM027507.1'	19145000	19180000	399	2.2650026324096572e-09
b'CM027507.1'	19180000	19215000	433	1.501637741935889e-09
b'CM027507.1'	19215000	19250000	267	1.0533184965083025e-09
b'CM027507.1'	19250000	19285000	123	9.224496373097693e-10
b'CM027507.1'	19285000	19320000	209	1.0149917413202666e-09
b'CM027507.1'	19320000	19355000	223	1.7137364603974635e-09
b'CM027507.1'	19355000	19390000	176	1.1249055540996041e-09
b'CM027507.1'	19390000	19425000	206	1.244181568115697e-09
b'CM027507.1'	19425000	19460000	453	1.0032733817700374e-09
b'CM027507.1'	19460000	19495000	130	1.0948982790438969e-09
b'CM027507.1'	19495000	19530000	203	1.1042033100528372e-09
b'CM027507.1'	19530000	19565000	161	1.2775089731131412e-09
b'CM027507.1'	19565000	19600000	196	1.232818113299259e-09
b'CM027507.1'	19600000	19635000	170	1.4983288450275384e-09
b'CM027507.1'	19635000	19670000	175	1.5086872980832373e-09
b'CM027507.1'	19670000	19705000	237	1.448385581385415e-09
b'CM027507.1'	19705000	19740000	217	8.881130920656014e-10
b'CM027507.1'	19740000	19775000	156	8.201234429770033e-10
b'CM027507.1'	19775000	19810000	254	6.627077333393772e-10
b'CM027507.1'	19810000	19845000	85	9.235994269587401e-10
b'CM027507.1'	19845000	19880000	192	1.0674722368179957e-09
b'CM027507.1'	19880000	19915000	209	1.2581260783982561e-09
b'CM027507.1'	19915000	19950000	190	1.4746699483509365e-09
b'CM027507.1'	19950000	19985000	208	7.641691023438243e-10
b'CM027507.1'	19985000	20020000	255	8.925513817991415e-10
b'CM027507.1'	20020000	20055000	193	8.955975439687e-10
b'CM027507.1'	20055000	20090000	149	1.1780172278312086e-09
b'CM027507.1'	20090000	20125000	212	8.35842240443605e-10
b'CM027507.1'	20125000	20160000	212	6.617288040403407e-10
b'CM027507.1'	20160000	20195000	228	6.5737192423824e-10
b'CM027507.1'	20195000	20230000	212	6.409265268752041e-10
b'CM027507.1'	20230000	20265000	272	7.330447316784245e-10
b'CM027507.1'	20265000	20300000	306	1.1324684598727245e-09
b'CM027507.1'	20300000	20335000	206	1.274974859902331e-09
b'CM027507.1'	20335000	20370000	171	1.702434646851735e-09
b'CM027507.1'	20370000	20405000	142	1.3735801119257542e-09
b'CM027507.1'	20405000	20440000	168	1.0963988349406745e-09
b'CM027507.1'	20440000	20475000	166	1.4341718625895595e-09
b'CM027507.1'	20475000	20510000	186	1.0211362105827892e-09
b'CM027507.1'	20510000	20545000	200	1.7646722216605298e-09
b'CM027507.1'	20545000	20580000	201	1.8027977983937173e-09
b'CM027507.1'	20580000	20615000	155	1.58967149755725e-09
b'CM027507.1'	20615000	20650000	197	1.1227556697518472e-09
b'CM027507.1'	20650000	20685000	175	1.4664615717869865e-09
b'CM027507.1'	20685000	20720000	160	1.0717212203783559e-09
b'CM027507.1'	20720000	20755000	213	1.4566687906441502e-09
b'CM027507.1'	20755000	20790000	154	1.0553935925021954e-09
b'CM027507.1'	20790000	20825000	258	8.904327725811824e-10
b'CM027507.1'	20825000	20860000	187	7.517301141412242e-10
b'CM027507.1'	20860000	20895000	250	8.71320180122318e-10
b'CM027507.1'	20895000	20930000	180	8.239670322745605e-10
b'CM027507.1'	20930000	20965000	144	1.1842478367234386e-09
b'CM027507.1'	20965000	21000000	221	1.0489969120795272e-09
b'CM027507.1'	21000000	21035000	281	1.438962692207757e-09
b'CM027507.1'	21035000	21070000	284	1.3815140034067774e-09
b'CM027507.1'	21070000	21105000	323	1.4303180748801118e-09
b'CM027507.1'	21105000	21140000	356	1.3606797120964885e-09
b'CM027507.1'	21140000	21175000	293	1.1207581408095509e-09
b'CM027507.1'	21175000	21210000	326	1.3158785616311175e-09
b'CM027507.1'	21210000	21245000	309	1.4956351931820229e-09
b'CM027507.1'	21245000	21280000	257	8.252041439778057e-10
b'CM027507.1'	21280000	21315000	290	1.4939388277769468e-09
b'CM027507.1'	21315000	21350000	418	6.403982195786591e-10
b'CM027507.1'	21350000	21385000	277	9.415736401657055e-10
b'CM027507.1'	21385000	21420000	325	7.696914980416374e-10
b'CM027507.1'	21420000	21455000	262	9.065618713725402e-10
b'CM027507.1'	21455000	21490000	354	1.5490075176291202e-09
b'CM027507.1'	21490000	21525000	304	1.4009635573066284e-09
b'CM027507.1'	21525000	21560000	310	1.5818453840755108e-09
b'CM027507.1'	21560000	21595000	360	4.929456193427487e-10
b'CM027507.1'	21595000	21630000	498	1.2064256875086188e-09
b'CM027507.1'	21630000	21665000	459	6.231291452622366e-10
b'CM027507.1'	21665000	21700000	588	1.6271759799210725e-09
b'CM027507.1'	21700000	21735000	404	1.1815657430780658e-09
b'CM027507.1'	21735000	21770000	388	6.984071411394931e-10
b'CM027507.1'	21770000	21805000	426	1.701813940465431e-09
b'CM027507.1'	21805000	21840000	557	5.248372653096883e-10
b'CM027507.1'	21840000	21875000	551	1.3053067105016854e-09
b'CM027507.1'	21875000	21910000	466	8.63825559367943e-10
b'CM027507.1'	21910000	21945000	480	1.7992118129081743e-10
b'CM027507.1'	21945000	21980000	373	6.520114024636521e-10
b'CM027507.1'	21980000	22015000	530	4.313098469074926e-10
b'CM027507.1'	22015000	22050000	559	2.065656137503717e-09
b'CM027507.1'	22050000	22085000	511	1.6874143001867186e-09
b'CM027507.1'	22085000	22120000	566	2.0581162003278104e-09
b'CM027507.1'	22120000	22155000	531	8.987800396908359e-10
b'CM027507.1'	22155000	22190000	563	1.9110390346722363e-09
b'CM027507.1'	22190000	22225000	590	5.501761508111129e-10
b'CM027507.1'	22225000	22260000	646	1.3937362531862427e-09
b'CM027507.1'	22260000	22295000	612	1.3850506057261219e-09
b'CM027507.1'	22295000	22330000	440	1.0257892877389287e-09
b'CM027507.1'	22330000	22365000	431	7.762304241397179e-10
b'CM027507.1'	22365000	22400000	550	1.3999263935976663e-09
b'CM027507.1'	22400000	22435000	507	2.1755914999707877e-09
b'CM027507.1'	22435000	22470000	552	1.0203293240582546e-09
b'CM027507.1'	22470000	22505000	583	1.1007462553462391e-09
b'CM027507.1'	22505000	22540000	653	1.439429424744974e-09
b'CM027507.1'	22540000	22575000	530	1.27576761645329e-09
b'CM027507.1'	22575000	22610000	318	6.577240502742988e-10
b'CM027507.1'	22610000	22645000	380	4.879297743294474e-10
b'CM027507.1'	22645000	22680000	571	1.4501188975582104e-09
b'CM027507.1'	22680000	22715000	417	1.730178399168641e-09
b'CM027507.1'	22715000	22750000	452	5.054716339934815e-10
b'CM027507.1'	22750000	22785000	388	6.777604710473763e-10
b'CM027507.1'	22785000	22820000	476	1.2991498553418232e-09
b'CM027507.1'	22820000	22855000	497	1.2556781639383817e-09
b'CM027507.1'	22855000	22890000	544	1.2252632480131942e-09
b'CM027507.1'	22890000	22925000	455	1.7107336193079792e-09
b'CM027507.1'	22925000	22960000	479	1.315580383715929e-09
b'CM027507.1'	22960000	22995000	508	1.6228401620565718e-09
b'CM027507.1'	22995000	23030000	474	1.1394086417476236e-09
b'CM027507.1'	23030000	23065000	517	8.144658961511798e-10
b'CM027507.1'	23065000	23100000	430	5.331177845525334e-10
b'CM027507.1'	23100000	23135000	476	9.41174394510651e-10
b'CM027507.1'	23135000	23170000	462	9.676000464316242e-10
b'CM027507.1'	23170000	23205000	392	1.1815681079271999e-09
b'CM027507.1'	23205000	23240000	369	1.0742527322551188e-09
b'CM027507.1'	23240000	23275000	506	6.689473877795449e-10
b'CM027507.1'	23275000	23310000	459	1.0825324238007671e-09
b'CM027507.1'	23310000	23345000	483	2.48201797937813e-09
b'CM027507.1'	23345000	23380000	322	6.660145018835071e-10
b'CM027507.1'	23380000	23415000	432	9.265638835907175e-10
b'CM027507.1'	23415000	23450000	613	2.3422539766468143e-09
b'CM027507.1'	23450000	23485000	550	6.988654489016703e-10
b'CM027507.1'	23485000	23520000	386	5.467208697413653e-10
b'CM027507.1'	23520000	23555000	428	2.705701053270581e-10
b'CM027507.1'	23555000	23590000	422	6.963103476547955e-10
b'CM027507.1'	23590000	23625000	446	9.2460691181107e-10
b'CM027507.1'	23625000	23660000	410	8.985231579536507e-10
b'CM027507.1'	23660000	23695000	493	1.1226457042671143e-09
b'CM027507.1'	23695000	23730000	538	1.5331197073509697e-09
b'CM027507.1'	23730000	23765000	623	1.5477661048565123e-09
b'CM027507.1'	23765000	23800000	654	1.4382342299926297e-09
b'CM027507.1'	23800000	23835000	630	2.605009999080999e-09
b'CM027507.1'	23835000	23870000	532	2.7889178129002647e-09
b'CM027507.1'	23870000	23905000	465	1.3031962008920103e-09
b'CM027507.1'	23905000	23940000	490	1.8825857167628148e-09
b'CM027507.1'	23940000	23975000	609	1.5216856617878806e-09
b'CM027507.1'	23975000	24010000	615	1.8462952001413381e-09
b'CM027507.1'	24010000	24045000	704	2.9738707717943203e-09
b'CM027507.1'	24045000	24080000	721	2.9583711958424438e-09
b'CM027507.1'	24080000	24115000	666	2.793528913984275e-09
b'CM027507.1'	24115000	24150000	715	2.1739840233325375e-09
b'CM027507.1'	24150000	24185000	601	2.494946846078847e-09
b'CM027507.1'	24185000	24220000	864	3.150032995244861e-09
b'CM027507.1'	24220000	24255000	949	3.08920375460677e-09
b'CM027507.1'	24255000	24290000	958	2.8714801353226517e-09
b'CM027507.1'	24290000	24325000	821	3.113964670979835e-09
b'CM027507.1'	24325000	24360000	773	2.809174637612635e-09
b'CM027507.1'	24360000	24395000	564	2.965355659517378e-09
b'CM027507.1'	24395000	24430000	773	2.736613616905478e-09
b'CM027507.1'	24430000	24465000	742	2.040198713939448e-09
b'CM027507.1'	24465000	24500000	574	1.6003725876918574e-09
b'CM027507.1'	24500000	24535000	669	2.3834291926168026e-09
b'CM027507.1'	24535000	24570000	470	1.5458342891595282e-09
b'CM027507.1'	24570000	24605000	546	3.038657114488403e-09
b'CM027507.1'	24605000	24640000	607	2.5468047950420393e-09
b'CM027507.1'	24640000	24675000	741	2.195079482669067e-09
b'CM027507.1'	24675000	24710000	690	2.8736068441488947e-09
b'CM027507.1'	24710000	24745000	787	2.1943548042125544e-09
b'CM027507.1'	24745000	24780000	676	1.921559184287475e-09
b'CM027507.1'	24780000	24815000	830	1.7950283156585847e-09
b'CM027507.1'	24815000	24850000	618	1.7910712136025936e-09
b'CM027507.1'	24850000	24885000	487	2.0217276163688065e-09
b'CM027507.1'	24885000	24920000	685	1.270356191301092e-09
b'CM027507.1'	24920000	24955000	572	1.3617773272614396e-09
b'CM027507.1'	24955000	24990000	707	2.972968108879857e-09
b'CM027507.1'	24990000	25025000	553	6.199377813558481e-10
b'CM027507.1'	25025000	25060000	512	9.216649803670944e-10
b'CM027507.1'	25060000	25095000	643	2.2673955641271655e-09
b'CM027507.1'	25095000	25130000	616	1.5714972772347733e-09
b'CM027507.1'	25130000	25165000	502	2.29947095887182e-09
b'CM027507.1'	25165000	25200000	616	1.6844809782716216e-09
b'CM027507.1'	25200000	25235000	660	1.4601093800886526e-09
b'CM027507.1'	25235000	25270000	807	2.3020209756930564e-09
b'CM027507.1'	25270000	25305000	826	2.293155333653221e-09
b'CM027507.1'	25305000	25340000	707	1.9290743792293166e-09
b'CM027507.1'	25340000	25375000	556	1.7355599902709824e-09
b'CM027507.1'	25375000	25410000	637	2.219067980193726e-09
b'CM027507.1'	25410000	25445000	639	1.7649959805922103e-09
b'CM027507.1'	25445000	25480000	736	2.887085420030819e-09
b'CM027507.1'	25480000	25515000	661	1.1440848353040482e-09
b'CM027507.1'	25515000	25550000	884	3.06470510000267e-09
b'CM027507.1'	25550000	25585000	773	2.9641767822240584e-09
b'CM027507.1'	25585000	25620000	644	2.9398532446983345e-09
b'CM027507.1'	25620000	25655000	711	2.673511992734487e-09
b'CM027507.1'	25655000	25690000	593	2.2936819264341435e-09
b'CM027507.1'	25690000	25725000	723	3.012002899898624e-09
b'CM027507.1'	25725000	25760000	524	1.6722264261310163e-09
b'CM027507.1'	25760000	25795000	392	2.1264767464424687e-09
b'CM027507.1'	25795000	25830000	519	8.045406243356088e-10
b'CM027507.1'	25830000	25865000	423	1.6472930124890067e-09
b'CM027507.1'	25865000	25900000	490	2.759322553684936e-09
b'CM027507.1'	25900000	25935000	460	1.936396277315064e-09
b'CM027507.1'	25935000	25970000	490	2.5885006325488868e-09
b'CM027507.1'	25970000	26005000	453	1.5640548900856463e-09
b'CM027507.1'	26005000	26040000	503	2.467798259777597e-09
b'CM027507.1'	26040000	26075000	280	1.35625785806443e-09
b'CM027507.1'	26075000	26110000	257	1.3718662466370862e-09
b'CM027507.1'	26110000	26145000	402	1.049731375099332e-09
b'CM027507.1'	26145000	26180000	294	1.1604970656579793e-09
b'CM027507.1'	26180000	26215000	456	1.1721170474842325e-09
b'CM027507.1'	26215000	26250000	447	1.2690772808894024e-09
b'CM027507.1'	26250000	26285000	715	1.4284256043605953e-09
b'CM027507.1'	26285000	26320000	555	2.5634951907753623e-09
b'CM027507.1'	26320000	26355000	623	1.0922064303958462e-09
b'CM027507.1'	26355000	26390000	365	1.5606137685500888e-09
b'CM027507.1'	26390000	26425000	301	9.231822084502669e-10
b'CM027507.1'	26425000	26460000	446	7.72991999735562e-10
b'CM027507.1'	26460000	26495000	609	2.1158320283990944e-09
b'CM027507.1'	26495000	26530000	620	2.585264454751408e-09
b'CM027507.1'	26530000	26565000	516	1.923556949714685e-09
b'CM027507.1'	26565000	26600000	514	1.0851072124166828e-09
b'CM027507.1'	26600000	26635000	546	2.456387153251108e-09
b'CM027507.1'	26635000	26670000	656	1.6394709192507953e-09
b'CM027507.1'	26670000	26705000	583	7.120241789382159e-10
b'CM027507.1'	26705000	26740000	637	1.2609758989684608e-09
b'CM027507.1'	26740000	26775000	660	2.569975705099832e-09
b'CM027507.1'	26775000	26810000	537	1.426955377653962e-09
b'CM027507.1'	26810000	26845000	445	1.608278751316784e-09
b'CM027507.1'	26845000	26880000	440	2.0280203912326477e-09
b'CM027507.1'	26880000	26915000	476	1.775518210535672e-09
b'CM027507.1'	26915000	26950000	580	8.67557113937775e-10
b'CM027507.1'	26950000	26985000	580	1.2123551919848571e-09
b'CM027507.1'	26985000	27020000	722	2.3431538608635455e-09
b'CM027507.1'	27020000	27055000	575	2.098335958126418e-09
b'CM027507.1'	27055000	27090000	613	1.3933591188705914e-09
b'CM027507.1'	27090000	27125000	595	5.609118564249199e-10
b'CM027507.1'	27125000	27160000	696	2.0339381897056723e-09
